id,joke
389,阿凡提和小朋友们在一起玩得无聊，一时想不出该玩什么。一个年龄大一点的孩子对阿凡提说：如果你把自己的帽子放在地上亲自踢一下，我们就封你为孩子王。 那有什么不能的，你们看！阿凡提说完把自己的帽子摘下来，放在地上一脚踢了出去。然后，其他孩子一拥而上，开始拿阿凡提的帽子当球踢。 晚上，妈妈看见阿凡提的帽子肮脏不堪，便质问他：好端端的帽子怎么弄成这个样子？ 是小朋友们把我的帽子当足球踢着玩了。阿凡提回答说。 他们把你的帽子当足球踢，你就眼巴巴地看着吗？妈妈责怪道。 不，妈妈，是我先开始踢的。阿凡提回答说。
390,从小学到大学我上了12年的学了， 我相信我唱12年的歌，可以成为华语乐坛的新星； 练12年的体育，我会成为国家健将； 打12年的电子竞技，我会进军WCG； 弹12年的钢琴，会成为少年朗朗； 打12年的篮球，是高中级顶级的球员； 可是我特么学了12年的习，我屁都不是。
391,免费小狗。部分德国牧羊犬/部分愚蠢的狗。
392,我走进银行对出纳说：“请帮我开一个联名账户，谢谢。” “好的，请问您是要和谁开呢？” “谁钱多和谁开。”
393,端端到面食馆吃饭。服务员问他：要肉炒面还是素汤面？他说：来碗新局面。 服务员说：没有什么新局面。 他指着墙上新局面三个大字说：那你们写在墙上干啥? 服务员抬着一看，不由得捂住嘴笑了。原来努力开创新局面的标语被撕掉了多一半，只留下新局面三个字。
394,小儿刚满3岁，回乡下过年，看见什么都觉得很新鲜。 看见大妈在盆子里杀鸡拔鸡毛，他说：“妈妈，快来看哪，大妈在给小鸡洗澡呢！”
395,平时，学校最热闹的地方是广告栏三角地。原因在于五花八门的广告栏里有这样一则启示：我的配偶昨晚不知去向，令我好不伤心。我俩一向臭味相投，对待生活从来脚踏实地。谁曾想，昨晚我们沐浴后去阳台看风景，一不留神，她随风而去。说实话，我俩谁也离不开谁，否则便成为废物一堆。望好心人见后劝其完壁归赵。最后请大家注意，我的配偶是一只‘狼’牌足球袜。 寻觅者：另一只袜子。
396,一个病人向他的知心朋友说：医生说，他用两个月的时间就可以使我下床。 那他做到了没有？ 在第五天他就使我下床了…… 怎么回事？ 他给我看了住院费用的单据……
397,某男对某女告白：嫁给我吧！ 女：现在这个拜金的社会哪有什么真爱啊！ 男：我拜佛，不拜金。 女：切 男：切丝还是切片啊? 女：切你 男：好，我这就去你家，让你切个够。
398,一次死亡是一场悲剧。一百万人死亡是一个统计数据。
399,丈夫出差了。夜里，妻子躺在床上，忽然听到有说话声：“亲爱的，我们终于有机会可以在一起了，太难得了。我们好久好久没有在一起了。是吧？” 妻子大惊失色，仔细一听，原来是她的左腿在和右腿说话……
400,在公交车上，一泼妇无理取闹，爸爸据理力争，在气势上压倒泼妇，最后她偃旗息鼓，不说话了。 下车后，女儿说：爸爸，没想到你今天表现的这么勇敢！ 爸爸还沉浸在刚才的胜利之中，笑着对女儿说：知道爸爸厉害了吧？ 女儿问：可是，为什么在家里你面对妈妈，连一个屁也不敢放？ 被女儿质问之后，爸爸有点不自在，笑容僵住了，直直的瞪着她，反驳道：我放了！声小，你没听见！
401,垃圾 - 扔掉之后你需要的东西。
402,学校昨晚发生了盗窃案，某学长勇斗歹徒被打成重伤。第二天早上学校开校会，政教处主任当场表扬了那位学长。下早自习走在去食堂的路上，听见某学长说：昨天晚上我和张某打闹，结果他吃了亏没抓到我。晚上睡觉了，结果歹徒来了他还以为是我，上去就抱住人家：这下可抓到你了，哈哈……结果要住一个月的院。
403,大学时我有一次在火车上碰到位退伍兵，兜里揣着盘磁带，我问里面录的什么。 退伍兵说是起床号，军队一听就要立刻起床，不容丝毫耽搁。 他退伍前特意录下，打算回家以后每天早上放。 我肃然起敬，说您真棒，退伍了还依然保持军队作息。 他回答：“哪儿啊！我是打算天天早上听这个，躺在床上就是不起来。”
404,在萧伯纳70岁生日那天，英国许多报纸登了他的照片，他看见后却说：我早晨起来，一见这报纸上有我的照片，倒以为我死了。
405,为什么在言论自由的国家，是否有电话费？
406,今天早上，我遇到了我以前的老板， 便微笑着对他说：“老板早啊！ 我真是要好好感谢你， 如果当初你没解雇我， 我就不会过上现在这样闲散舒适， 不劳而获的好日子。” 老板也笑了笑说不用客气， 然后在我面前的碗里丢了一块钱。
407,阿凡提在巴扎上买了一头驴。他牵着驴往回走，走到半路时，他发现驴不见了，只见驴绳套在了一个年轻人的脖子上。阿凡提问他：你是什么人？ 我原本是一个寡妇的孩子。因为我跟不三不四的人学坏，还学会了喝酒。妈妈一气之下念了咒语让我变成了一头驴。今天我妈可能是大发慈悲让我恢复了原样。从今天起我就是您买下的奴隶，您怎么使唤我都行。年轻人回答说。 阿凡提没有识破这个小偷的伎俩便信以为真，从他脖子上解下绳子对他说：好吧，你回家去吧，以后你再不要喝酒惹你妈妈生气了。说完就把他放走了。 过了两天，阿凡提又到驴市上去买驴，发现前天他买下的驴被一个人牵在手里。他走到那头驴的跟前，对它说道：你这个蠢货，又喝酒惹你妈妈生气了！
408,出租车司机载了两位客人经过一路口，路边一个人使劲地招手，他要求出租车停车载他。 司机说：“我已经有两位客人，你要不坐下辆车吧。” 他坚持要上车。这位客人上车行驶不久，车轮爆胎了。 司机说：“今天，我的车轮爆胎是你造成的，我载两人刚好，第三个人压破了轮胎，你要赔偿损失。”
409,买了套茶具，把开水倒进壶里， 闷了一回，倒进盖碗，倒进公平杯，分给六个品茶杯， 发给五个亲戚朋友，自己拿起一杯，喝了一口， 表弟曰：哥，喝白开水至于这么折腾么。 我曰：特么忘买茶叶了…
410,一只猴子见主人可以用钱买到各种各样好吃的东西，便把自己化装成人的样子，偷走了主人所有的钱，离主人而去了。 猴子果真用钱买到了各种各样的东西，但就在所有的钱都花完后的第三天，猴子便饿死街头。
411,老师：一只盒子有几条边？ 学生：两条边：里边和外边。
412,党太尉很蠢。一次，有人来信说：偶有他往，借骏足一行。 太尉吃惊地说：我只有两条腿，若借给他，我如何行走。 下属告诉他：信上说的是问你借马，骏足只是一种尊称。 太尉笑说：如今世道不同，原来这种畜生，也有一个道号。
413,一个女人就像一个袋泡茶 - 只有在热水中你才意识到她有多强壮。
414,甲：“昨天我太太发现了我藏私房钱。” 乙：“结果你们吵架了没有？” 甲：“没有。她说结婚五年来，终于发现了我俩唯一的共同嗜好。”
415,“妈妈，从今以后我要自己做作业再也不抄别人的了！” “噢，宝贝，你终于懂事了，妈妈为你感到骄傲！” “谁让他们把字写得那么潦草让我看抄不了的！”
416,同学甲：某中学是花季，某某中学是雨季。 同学乙：那偶们中学哩？ 同学甲：……是侏罗纪……
417,一群年轻人围住了阿凡提说：阿凡提大叔，听说您把撒旦都骗了，我们不相信，您能骗得了别人可骗不了我们，请施展一下您的骗术吧！ 以后再说，现在我没有时间。阿凡提说道。 您有什么事这么着急？年轻人问。 快，不要缠注我。不然我就见不上她了，等我回来再说。阿凡提显得非常焦急。 您到底上哪儿，跟我们说一说吧：年轻人恳求道。 听说今天邻村有一位花容月貌、光彩照人的窈窕美人要出嫁，见不到她可是终生的憾事，在她被新郎接走之前我一定要见她一面，快放我走！阿凡提说。 年轻人只好放走了阿凡提。他们又觉得：那位美女果真像阿凡提说的那样漂亮的话，他们不见上一面，不是也很遗憾吗？于是他们也急急忙忙跑到邻村，可那里根本没有窈窕美人出嫁，倒是有一位古稀老妪过世。 年轻人这时才恍然大悟，连呼上当。
418,昨天晚上电动车没有充电，下了班接儿子放学时，才发现没电了。 单位离家挺远，我只好拼命蹬，一会儿我就气喘吁吁，于是对儿子说：“妈妈骑不动了，我们走回去好吗？” 儿子没有回答，突然对我说：“妈妈，今天早晨，我的乒乓球滚到了你们床底下，我爬进去捡的时候，你猜我发现什么？” 我问：“什么啊？” 儿子说：“我发现爸爸藏的私房钱，就在床底下。” 我一听来气了：“真的吗？好呀，看我回去以后怎么收拾他！” 儿子说：“妈妈，你得快点回去，抢在爸爸回来之前。爸爸如果察觉我动过，一定会转移私房钱的。” 我不知哪里来的一股劲，低头一顿猛蹬。 回到家，我气喘吁吁的进了门，就问儿子钱在哪里。 儿子一笑：“什么钱啊？” “你不是说发现爸爸的私房钱吗？” “我看你骑车快没劲了，只是想给你加把劲。”
419,那些没有期待的人有福了，因为他们不会失望。
420,办公室的小姑娘们正在大谈恋爱经，有的说自己被催婚，催的快要烦死了。 一位老姑娘在旁边倾听，过了会儿就按捺不住，说：“以前我也时常被人催着结婚。” 一小姑娘问：“哦，谁催你呐？” “我爸和我妈。”
421,记者采访一名广东养猪专业户， 该大叔将一盘光碟放入机器中， 凤凰传奇的神曲响起， “在你的心上，自由的飞翔~” 记者：为什么要放这首音乐？ 专业户：因为这样的音乐是放给猪听的！
422,阿凡提在乡下的一位朋友求阿凡提给他城里的亲戚写一封家信。 我非常愿意给您写这封信，可我没时间进城。阿凡提对他说。 阿凡提，我没让您进城，我是让您帮我写一封信。那位乡下朋友解释道。 对不起朋友，我写的字除了我自己认识以外谁都不认识。我要是给您写了，还得进城给他们亲自念才行。阿凡提回答道。
